Price,Close,High,Low,Open,Volume
Ticker,^SP500TR,^SP500TR,^SP500TR,^SP500TR,^SP500TR
Date,,,,,
1988-01-01,257.4700012207031,261.2099914550781,242.8699951171875,256.0199890136719,0
1988-02-01,269.4800109863281,269.4800109863281,250.10000610351562,255.50999450683594,0
1988-03-01,261.1499938964844,273.2699890136719,260.2799987792969,269.44000244140625,0
1988-04-01,264.0400085449219,274.1099853515625,258.4100036621094,258.4100036621094,0
1988-05-01,266.32000732421875,266.32000732421875,254.5800018310547,264.3299865722656,0
1988-06-01,278.5400085449219,280.4599914550781,269.55999755859375,270.95001220703125,0
1988-07-01,277.489990234375,281.04998779296875,267.760009765625,276.8599853515625,0
1988-08-01,268.07000732421875,278.67999267578125,263.17999267578125,277.760009765625,0
1988-09-01,279.489990234375,280.17999267578125,264.8500061035156,264.8500061035156,0
1988-10-01,287.2699890136719,291.8699951171875,278.3500061035156,279.0899963378906,0
1988-11-01,283.17999267578125,287.7099914550781,272.6000061035156,287.510009765625,0
1988-12-01,288.1199951171875,289.80999755859375,281.30999755859375,281.95001220703125,0
1989-01-01,309.2099914550781,309.2099914550781,285.6499938964844,285.6499938964844,0
1989-02-01,301.510009765625,311.92999267578125,299.55999755859375,308.8599853515625,0
1989-03-01,308.5400085449219,313.0299987792969,299.7699890136719,299.7699890136719,0
1989-04-01,324.55999755859375,324.55999755859375,309.2099914550781,310.2099914550781,0
1989-05-01,337.69000244140625,338.9200134277344,320.739990234375,324.1099853515625,0
1989-06-01,335.7799987792969,346.7200012207031,335.7799987792969,339.25,0
1989-07-01,366.1000061035156,366.1000061035156,337.19000244140625,337.19000244140625,0
1989-08-01,373.25,373.8500061035156,361.4700012207031,363.7699890136719,0
1989-09-01,371.739990234375,375.7799987792969,364.8299865722656,375.7799987792969,0
1989-10-01,363.1099853515625,383.3399963378906,355.489990234375,373.5899963378906,0
1989-11-01,370.510009765625,370.510009765625,355.19000244140625,364.010009765625,0
1989-12-01,379.4100036621094,379.4100036621094,367.2699890136719,375.5199890136719,0
1990-01-01,353.94000244140625,386.1600036621094,347.3800048828125,386.1600036621094,0
1990-02-01,358.5,361.2300109863281,349.8999938964844,353.67999267578125,0
1990-03-01,368.0,371.55999755859375,359.4599914550781,359.4599914550781,0
1990-04-01,358.82000732421875,373.6099853515625,356.8800048828125,366.7200012207031,0
1990-05-01,393.79998779296875,393.79998779296875,360.4800109863281,360.4800109863281,0
1990-06-01,391.1400146484375,400.6400146484375,384.5199890136719,395.94000244140625,0
1990-07-01,389.8900146484375,403.4599914550781,386.70001220703125,392.80999755859375,0
1990-08-01,354.6499938964844,389.2200012207031,337.2200012207031,389.2200012207031,0
1990-09-01,337.3900146484375,356.75,331.7900085449219,355.32000732421875,0
1990-10-01,335.95001220703125,347.6000061035156,326.0799865722656,347.29998779296875,0
1990-11-01,357.6700134277344,357.6700134277344,338.80999755859375,339.3500061035156,0
1990-12-01,367.6300048828125,368.9100036621094,360.0,360.0,0
1991-01-01,383.6400146484375,383.6400146484375,347.0199890136719,363.44000244140625,0
1991-02-01,411.0799865722656,413.239990234375,382.67999267578125,382.67999267578125,0
1991-03-01,421.0299987792969,422.2300109863281,411.0799865722656,414.9200134277344,0
1991-04-01,422.0299987792969,438.6499938964844,416.739990234375,416.739990234375,0
1991-05-01,440.239990234375,440.239990234375,415.42999267578125,427.5899963378906,0
1991-06-01,420.07000732421875,438.3800048828125,419.3599853515625,438.3800048828125,0
1991-07-01,439.6499938964844,439.6499938964844,422.7099914550781,427.7300109863281,0
1991-08-01,450.05999755859375,451.29998779296875,428.010009765625,438.8900146484375,0
1991-09-01,442.5299987792969,446.3900146484375,437.0299987792969,446.3900146484375,0
1991-10-01,448.4800109863281,449.04998779296875,430.2200012207031,444.0799865722656,0
1991-11-01,430.4100036621094,455.25,430.4100036621094,447.20001220703125,0
1991-12-01,479.6300048828125,479.6300048828125,433.2200012207031,437.6700134277344,0
1992-01-01,470.70001220703125,484.20001220703125,470.70001220703125,479.8399963378906,0
1992-02-01,476.7900085449219,481.3500061035156,470.32000732421875,471.67999267578125,0
1992-03-01,467.5199890136719,477.2799987792969,466.70001220703125,476.6600036621094,0
1992-04-01,481.25,482.5,457.1600036621094,468.1600036621094,0
1992-05-01,483.6000061035156,486.3500061035156,476.94000244140625,478.45001220703125,0
1992-06-01,476.4100036621094,486.0400085449219,467.5899963378906,486.0400085449219,0
1992-07-01,495.8699951171875,495.8699951171875,477.8699951171875,481.95001220703125,0
1992-08-01,485.7200012207031,497.04998779296875,481.489990234375,497.04998779296875,0
1992-09-01,491.42999267578125,499.6099853515625,486.4599914550781,488.2300109863281,0
1992-10-01,493.1300048828125,495.69000244140625,473.94000244140625,489.6600036621094,0
1992-11-01,509.9200134277344,509.9200134277344,491.70001220703125,498.0799865722656,0
1992-12-01,516.1799926757812,522.3800048828125,508.44000244140625,509.4200134277344,0
1993-01-01,520.489990234375,521.8699951171875,508.6099853515625,516.0,0
1993-02-01,527.5900268554688,533.8900146484375,513.5900268554688,525.030029296875,0
1993-03-01,538.719970703125,543.72998046875,526.0700073242188,526.0700073242188,0
1993-04-01,525.7000122070312,537.0900268554688,517.6799926757812,537.0900268554688,0
1993-05-01,539.760009765625,543.5399780273438,525.6799926757812,528.5499877929688,0
1993-06-01,541.3400268554688,544.4099731445312,532.1400146484375,544.2000122070312,0
1993-07-01,539.1599731445312,541.7000122070312,530.739990234375,539.5599975585938,0
1993-08-01,559.6199951171875,559.6199951171875,539.6500244140625,541.75,0
1993-09-01,555.3300170898438,559.2000122070312,547.7000122070312,559.2000122070312,0
1993-10-01,566.8200073242188,568.5700073242188,555.969970703125,558.239990234375,0
1993-11-01,561.4099731445312,568.489990234375,554.8200073242188,568.489990234375,0
1993-12-01,568.2000122070312,573.5999755859375,561.5800170898438,561.5800170898438,0
1994-01-01,587.52001953125,587.52001953125,567.0999755859375,567.0999755859375,0
1994-02-01,571.5700073242188,588.1900024414062,567.9099731445312,585.27001953125,0
1994-03-01,546.6500244140625,577.22998046875,546.3599853515625,568.3300170898438,0
1994-04-01,553.6599731445312,555.77001953125,538.3699951171875,538.3699951171875,0
1994-05-01,562.75,563.760009765625,543.2000122070312,556.4400024414062,0
1994-06-01,548.9600219726562,570.6799926757812,546.8499755859375,564.1900024414062,0
1994-07-01,566.97998046875,566.97998046875,551.469970703125,551.469970703125,0
1994-08-01,590.22998046875,590.9299926757812,566.0700073242188,570.5399780273438,0
1994-09-01,575.7999877929688,590.0800170898438,571.530029296875,587.4500122070312,0
1994-10-01,588.72998046875,590.3800048828125,563.280029296875,574.8200073242188,0
1994-11-01,567.2899780273438,583.97998046875,562.22998046875,583.97998046875,0
1994-12-01,575.7100219726562,579.530029296875,557.3300170898438,561.4299926757812,0
1995-01-01,590.6400146484375,590.6400146484375,575.52001953125,575.52001953125,0
1995-02-01,613.6500244140625,614.4000244140625,590.6500244140625,590.6500244140625,0
1995-03-01,631.760009765625,635.719970703125,607.47998046875,611.6400146484375,0
1995-04-01,650.3599853515625,650.3599853515625,633.3300170898438,633.3300170898438,0
1995-05-01,676.3599853515625,676.3599853515625,649.9500122070312,649.9500122070312,0
1995-06-01,692.0700073242188,699.6300048828125,669.7999877929688,676.530029296875,0
1995-07-01,715.02001953125,718.9500122070312,695.0800170898438,695.0800170898438,0
1995-08-01,716.8200073242188,716.8200073242188,707.1400146484375,711.9500122070312,0
1995-09-01,747.0700073242188,749.6599731445312,719.3400268554688,719.3400268554688,0
1995-10-01,744.4000244140625,755.8300170898438,738.1099853515625,743.6500244140625,0
1995-11-01,777.0700073242188,779.97998046875,748.010009765625,748.010009765625,0
1995-12-01,792.0399780273438,798.760009765625,778.6900024414062,779.1500244140625,0
1996-01-01,819.0,819.0,770.1099853515625,798.219970703125,0
1996-02-01,826.5900268554688,852.469970703125,818.969970703125,822.2999877929688,0
1996-03-01,834.5499877929688,846.6599731445312,818.1900024414062,831.7000122070312,0
1996-04-01,846.8499755859375,848.2100219726562,816.7000122070312,845.2000122070312,0
1996-05-01,868.6900024414062,880.4600219726562,826.6300048828125,847.489990234375,0
1996-06-01,872.010009765625,881.0900268554688,860.4000244140625,866.8300170898438,0
1996-07-01,833.47998046875,878.969970703125,815.77001953125,878.969970703125,0
1996-08-01,851.0599975585938,875.010009765625,846.77001953125,846.77001953125,0
1996-09-01,898.969970703125,898.969970703125,848.1500244140625,854.6300048828125,0
1996-10-01,923.760009765625,930.5499877929688,901.2899780273438,901.2899780273438,0
1996-11-01,993.5800170898438,993.5800170898438,921.9099731445312,921.9099731445312,0
1996-12-01,973.9000244140625,994.8499755859375,947.22998046875,993.0,0
1997-01-01,1034.739990234375,1034.739990234375,969.0499877929688,969.0499877929688,0
1997-02-01,1042.8499755859375,1075.8199462890625,1024.719970703125,1035.5899658203125,0
1997-03-01,1000.0,1073.6400146484375,1000.0,1048.780029296875,0
1997-04-01,1059.699951171875,1059.699951171875,974.9400024414062,1003.3300170898438,0
1997-05-01,1124.219970703125,1125.719970703125,1056.1300048828125,1056.1300048828125,0
1997-06-01,1174.5899658203125,1192.239990234375,1113.68994140625,1121.68994140625,0
1997-07-01,1268.050048828125,1268.050048828125,1182.5699462890625,1182.5699462890625,0
1997-08-01,1197.010009765625,1276.25,1197.010009765625,1258.5899658203125,0
1997-09-01,1262.56005859375,1272.949951171875,1215.4100341796875,1234.43994140625,0
1997-10-01,1220.4000244140625,1310.5999755859375,1169.68994140625,1273.510009765625,0
1997-11-01,1276.8900146484375,1286.68994140625,1209.8199462890625,1252.9599609375,0
1997-12-01,1298.8199462890625,1315.280029296875,1247.75,1302.8199462890625,0
1998-01-01,1313.18994140625,1320.1600341796875,1242.0999755859375,1305.0400390625,0
1998-02-01,1407.9000244140625,1407.9000244140625,1341.3199462890625,1341.3199462890625,0
1998-03-01,1480.0,1484.9200439453125,1389.27001953125,1405.72998046875,0
1998-04-01,1494.8900146484375,1519.6199951171875,1458.72998046875,1488.699951171875,0
1998-05-01,1469.18994140625,1508.77001953125,1469.18994140625,1507.3299560546875,0
1998-06-01,1528.8699951171875,1535.010009765625,1451.6500244140625,1469.4599609375,0
1998-07-01,1512.5899658203125,1601.0799560546875,1512.5899658203125,1548.77001953125,0
1998-08-01,1293.9000244140625,1501.530029296875,1293.9000244140625,1501.530029296875,0
1998-09-01,1376.7900390625,1442.6600341796875,1316.81005859375,1343.93994140625,0
1998-10-01,1488.780029296875,1488.780029296875,1299.43994140625,1335.3599853515625,0
1998-11-01,1579.02001953125,1617.949951171875,1505.3199462890625,1506.31005859375,0
1998-12-01,1670.010009765625,1687.030029296875,1549.6300048828125,1594.8699951171875,0
1999-01-01,1739.8399658203125,1739.8399658203125,1647.5699462890625,1668.52001953125,0
1999-02-01,1685.77001953125,1731.3199462890625,1654.239990234375,1730.81005859375,0
1999-03-01,1753.2099609375,1793.8499755859375,1668.3699951171875,1682.8599853515625,0
1999-04-01,1821.1099853515625,1858.2900390625,1758.18994140625,1763.31005859375,0
1999-05-01,1778.0999755859375,1866.8699951171875,1750.18994140625,1847.6300048828125,0
1999-06-01,1876.780029296875,1876.780029296875,1767.800048828125,1767.800048828125,0
1999-07-01,1818.1800537109375,1940.760009765625,1818.1800537109375,1888.1500244140625,0
1999-08-01,1809.18994140625,1892.8699951171875,1754.3299560546875,1817.27001953125,0
1999-09-01,1759.5899658203125,1860.1500244140625,1739.9200439453125,1824.199951171875,0
1999-10-01,1870.93994140625,1870.93994140625,1711.77001953125,1759.77001953125,0
1999-11-01,1908.969970703125,1957.8699951171875,1850.1300048828125,1858.8599853515625,0
1999-12-01,2021.4000244140625,2021.4000244140625,1921.489990234375,1921.489990234375,0
2000-01-01,1919.8399658203125,2016.6400146484375,1872.6099853515625,2002.1099853515625,0
2000-02-01,1883.5,1985.489990234375,1837.699951171875,1940.239990234375,0
2000-03-01,2067.760009765625,2107.280029296875,1869.3299560546875,1901.510009765625,0
2000-04-01,2005.550048828125,2092.8701171875,1872.550048828125,2077.969970703125,0
2000-05-01,1964.4000244140625,2027.4000244140625,1898.93994140625,2027.4000244140625,0
2000-06-01,2012.8299560546875,2055.840087890625,1994.3299560546875,2003.449951171875,0
2000-07-01,1981.3599853515625,2091.139892578125,1966.199951171875,2033.5799560546875,0
2000-08-01,2104.429931640625,2104.429931640625,1991.4300537109375,1991.4300537109375,0
2000-09-01,1993.3299560546875,2108.760009765625,1979.31005859375,2108.760009765625,0
2000-10-01,1984.9100341796875,1993.699951171875,1846.0799560546875,1992.93994140625,0
2000-11-01,1828.4200439453125,1989.18994140625,1828.4200439453125,1973.719970703125,0
2000-12-01,1837.3699951171875,1919.6500244140625,1759.6199951171875,1828.81005859375,0
2001-01-01,1902.550048828125,1913.1300048828125,1785.8599853515625,1785.8599853515625,0
2001-02-01,1729.0799560546875,1913.1099853515625,1729.0799560546875,1913.1099853515625,0
2001-03-01,1619.5400390625,1764.3900146484375,1559.6500244140625,1730.9200439453125,0
2001-04-01,1745.3900146484375,1750.97998046875,1540.1700439453125,1599.3599853515625,0
2001-05-01,1757.0899658203125,1836.02001953125,1741.3299560546875,1769.1199951171875,0
2001-06-01,1714.3199462890625,1795.9599609375,1691.5899658203125,1763.8699951171875,0
2001-07-01,1697.449951171875,1731.530029296875,1641.760009765625,1731.530029296875,0
2001-08-01,1591.1800537109375,1711.1700439453125,1584.77001953125,1704.239990234375,0
2001-09-01,1462.68994140625,1590.2900390625,1356.6099853515625,1590.2900390625,0
2001-10-01,1490.5799560546875,1553.260009765625,1459.3299560546875,1459.3299560546875,0
2001-11-01,1604.9200439453125,1629.760009765625,1524.9599609375,1524.9599609375,0
2001-12-01,1618.97998046875,1649.0,1577.5799560546875,1591.47998046875,0
2002-01-01,1595.3499755859375,1653.68994140625,1553.22998046875,1628.510009765625,0
2002-02-01,1564.5899658203125,1584.06005859375,1525.260009765625,1584.06005859375,0
2002-03-01,1623.4300537109375,1655.43994140625,1600.02001953125,1600.02001953125,0
2002-04-01,1525.0,1622.22998046875,1508.75,1622.22998046875,0
2002-05-01,1513.77001953125,1569.1700439453125,1486.5699462890625,1538.6500244140625,0
2002-06-01,1405.93994140625,1489.8800048828125,1382.780029296875,1476.260009765625,0
2002-07-01,1296.3399658203125,1405.199951171875,1133.989990234375,1375.8800048828125,0
2002-08-01,1304.8599853515625,1370.8499755859375,1187.0699462890625,1258.219970703125,0
2002-09-01,1163.0400390625,1296.25,1163.0400390625,1250.6800537109375,0
2002-10-01,1265.4100341796875,1284.72998046875,1108.9100341796875,1209.5899658203125,0
2002-11-01,1339.8900146484375,1343.469970703125,1252.4200439453125,1287.1300048828125,0
2002-12-01,1261.1800537109375,1337.3499755859375,1254.6600341796875,1337.3499755859375,0
2003-01-01,1228.1400146484375,1336.25,1212.22998046875,1303.1700439453125,0
2003-02-01,1209.7099609375,1234.7900390625,1174.4300537109375,1234.7900390625,0
2003-03-01,1221.4599609375,1289.739990234375,1152.1500244140625,1200.5999755859375,0
2003-04-01,1322.0699462890625,1324.6800537109375,1236.300048828125,1236.300048828125,0
2003-05-01,1391.719970703125,1391.719970703125,1321.3900146484375,1321.3900146484375,0
2003-06-01,1409.47998046875,1462.47998046875,1396.699951171875,1396.699951171875,0
2003-07-01,1434.3299560546875,1458.510009765625,1416.8800048828125,1421.030029296875,0
2003-08-01,1462.300048828125,1462.300048828125,1398.4200439453125,1419.6400146484375,0
2003-09-01,1446.77001953125,1509.469970703125,1446.77001953125,1482.6099853515625,0
2003-10-01,1528.6199951171875,1528.6199951171875,1479.22998046875,1479.22998046875,0
2003-11-01,1542.0699462890625,1542.3900146484375,1505.760009765625,1540.7099609375,0
2003-12-01,1622.93994140625,1622.93994140625,1544.31005859375,1559.5,0
2004-01-01,1652.72998046875,1687.43994140625,1618.050048828125,1618.050048828125,0
2004-02-01,1675.699951171875,1693.030029296875,1646.2900390625,1658.7900390625,0
2004-03-01,1650.4200439453125,1693.760009765625,1598.8499755859375,1691.9000244140625,0
2004-04-01,1624.510009765625,1686.239990234375,1624.510009765625,1659.1600341796875,0
2004-05-01,1646.800048828125,1647.6500244140625,1592.22998046875,1639.4599609375,0
2004-06-01,1678.8299560546875,1682.75,1641.4300537109375,1647.5699462890625,0
2004-07-01,1623.260009765625,1661.530029296875,1596.47998046875,1661.530029296875,0
2004-08-01,1629.8299560546875,1634.8299560546875,1567.949951171875,1630.47998046875,0
2004-09-01,1647.47998046875,1668.3900146484375,1630.6700439453125,1632.8199462890625,0
2004-10-01,1672.6500244140625,1688.8299560546875,1619.47998046875,1672.489990234375,0
2004-11-01,1740.3299560546875,1754.3299560546875,1673.1099853515625,1673.1099853515625,0
2004-12-01,1799.550048828125,1801.97998046875,1745.8399658203125,1766.9000244140625,0
2005-01-01,1755.6800537109375,1784.9599609375,1729.3299560546875,1784.9599609375,0
2005-02-01,1792.6300048828125,1804.1700439453125,1762.760009765625,1767.7900390625,0
2005-03-01,1760.8900146484375,1825.699951171875,1737.93994140625,1802.7900390625,0
2005-04-01,1727.489990234375,1777.3499755859375,1697.739990234375,1749.449951171875,0
2005-05-01,1782.4599609375,1793.3399658203125,1725.1500244140625,1735.4300537109375,0
2005-06-01,1784.989990234375,1822.3499755859375,1783.449951171875,1799.1500244140625,0
2005-07-01,1851.3699951171875,1865.6400146484375,1789.8499755859375,1789.8499755859375,0
2005-08-01,1834.47998046875,1868.06005859375,1810.52001953125,1853.1300048828125,0
2005-09-01,1849.3299560546875,1866.739990234375,1820.489990234375,1836.3699951171875,0
